Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price
Opel,Astra,2010,Hatchback,97000,1598,Petrol,Automatic,7700
Toyota,Auris,2014,Universal,191000,1800,Metan/Propan,Automatic,9700
Toyota,Camry,2018,Sedan,60000,2500,Metan/Propan,Automatic,20000
Renault,Grand Scenic,2013,Universal,190000,1500,Diesel,Manual,8500
Renault,Kadjar,2015,SUV,184000,1500,Diesel,Automatic,10999
Volvo,XC90,2006,SUV,294000,2400,Diesel,Automatic,8500
Volkswagen,Golf,2010,Hatchback,164000,1400,Petrol,Automatic,7650
Lexus,CT Series,2011,Hatchback,122841,1800,Hybrid,Automatic,11600
Mazda,2,2008,Hatchback,172000,1399,Diesel,Manual,4999
BMW,X5,2017,Crossover,100000,2000,Hybrid,Automatic,37000
Skoda,Octavia,2009,Universal,235000,1400,Petrol,Automatic,6200
Fiat,Doblo,2012,Combi,256000,1300,Diesel,Manual,4490
Audi,A8,2004,Sedan,314000,3000,Diesel,Automatic,5650
Mercedes,B Class,2014,Microvan,194000,1991,Metan/Propan,Automatic,10000
Dacia,Duster,2012,Crossover,67000,1500,Diesel,Manual,7200
Mercedes,E Class,2002,Sedan,11111,3200,Diesel,Automatic,5200
Peugeot,308,2011,Hatchback,160,1600,Petrol,Automatic,5300
Skoda,Superb,2016,Sedan,180000,2000,Diesel,Automatic,17450
Renault,Grand Scenic,2017,Minivan,135000,1462,Diesel,Automatic,15850
Mini,Cooper S,2015,Hatchback,84000,1600,Petrol,Automatic,10900
Toyota,Avensis Verso,2002,Minivan,280000,2000,Diesel,Manual,3150
Land Rover,Freelander,2001,SUV,230000,1900,Metan/Propan,Manual,3500
Opel,Astra,2011,Universal,200123,2000,Diesel,Manual,8200
Volkswagen,Polo,2000,Hatchback,264000,1400,Petrol,Manual,2500
Audi,A6,2018,Universal,101000,2000,Diesel,Automatic,26000
Vaz,Altele,2008,Universal,92424,1600,Metan/Propan,Manual,3399
Mercedes,GL Class,2007,SUV,230000,2999,Diesel,Automatic,19500
Hyundai,i20,2013,Hatchback,122000,1385,Petrol,Manual,4800
Skoda,Octavia,2007,Hatchback,335165,1986,Diesel,Automatic,6750
Renault,Grand Scenic,2017,Minivan,175000,1462,Diesel,Automatic,16000
Mercedes,Vito,2010,Minivan,220000,2200,Diesel,Manual,7500
Audi,A6,2009,Universal,148000,2995,Petrol,Automatic,13000
Dacia,Logan,2011,Sedan,230000,1200,Metan/Propan,Manual,2800
Toyota,Urban Cruiser,2011,Sedan,192000,1400,Diesel,Manual,6800
Volkswagen,Phaeton,2005,Sedan,257000,3000,Diesel,Automatic,9000
Toyota,Aygo,2007,Hatchback,72000,1000,Petrol,Automatic,4400
Renault,Scenic,2012,Microvan,240000,1500,Diesel,Manual,6800
Toyota,Land Cruiser Prado,2006,SUV,205000,2700,Metan/Propan,Automatic,14800
Skoda,Superb,2017,Sedan,176000,2000,Diesel,Automatic,19450
Opel,Corsa,2006,Hatchback,164274,1300,Diesel,Manual,2999
Volkswagen,Tiguan,2008,SUV,179000,1400,Petrol,Manual,7200
Changan,CS35PLUS,2021,Crossover,0,1589,Petrol,Automatic,14500
Skoda,Fabia,2002,Hatchback,230000,1400,Petrol,Manual,950
BMW,7 Series,2016,Sedan,125000,2993,Diesel,Automatic,52500
Rover,45,2001,Sedan,278000,2000,Diesel,Manual,2650
Fiat,Stilo,2004,Universal,200000,1600,Metan/Propan,Manual,3000
Dacia,Duster,2011,Crossover,202176,1500,Diesel,Manual,6900
Skoda,Superb,2009,Sedan,265000,1800,Petrol,Manual,5950
Volkswagen,Passat,2011,Universal,244000,1600,Diesel,Manual,9600
Skoda,Rapid,2016,Sedan,188000,1422,Diesel,Manual,7750
Nissan,Qashqai+2,2011,Microvan,207000,1500,Diesel,Manual,7800
Ford,Fusion,2018,Sedan,33339,2000,Plug-in Hybrid,Automatic,20800
Mercedes,S Class,2008,Sedan,180000,5461,Petrol,Automatic,14000
Ford,Focus,2017,Universal,160000,1500,Diesel,Manual,7200
Mercedes,E Class,2008,Sedan,230000,1800,Metan/Propan,Automatic,7700
Volkswagen,Passat,1995,Universal,1,200,Petrol,Manual,1450
Mercedes,E Class,2000,Sedan,303000,2000,Metan/Propan,Automatic,3800
Dacia,Sandero,2012,Hatchback,111896,1200,Petrol,Manual,3499
Toyota,Prius,2012,Universal,165000,1800,Hybrid,Automatic,9200
Toyota,Auris,2015,Universal,169265,1800,Hybrid,Automatic,12650
Hyundai,Getz,2007,Hatchback,172316,1400,Petrol,Manual,2800
Volvo,V40,2016,Hatchback,184500,1500,Petrol,Automatic,15499
Mercedes,M Class,2013,Crossover,122000,3500,Diesel,Automatic,34000
Mercedes,C Class,2017,Sedan,127000,2000,Petrol,Automatic,21990
BMW,3 Series,2007,Sedan,193000,1988,Petrol,Automatic,7600
Audi,A4,1996,Sedan,256000,1800,Petrol,Manual,2300
Volvo,V60,2013,Universal,162000,2400,Plug-in Hybrid,Automatic,15000
Volkswagen,Golf,2019,Hatchback,26000,1400,Petrol,Automatic,12990
Toyota,Avensis,2007,Combi,220000,1600,Petrol,Manual,6500
Hyundai,ix35,2012,SUV,199000,2000,Diesel,Manual,11800
Skoda,Octavia,2014,Sedan,216000,1600,Diesel,Automatic,10700
Mercedes,S Class,2008,Sedan,180000,5461,Petrol,Automatic,14000
Ford,Focus,2017,Universal,160000,1500,Diesel,Manual,7200
Mercedes,E Class,2008,Sedan,230000,1800,Metan/Propan,Automatic,7700
Volkswagen,Passat,1995,Universal,1,200,Petrol,Manual,1450
Mercedes,E Class,2000,Sedan,303000,2000,Metan/Propan,Automatic,3800
Dacia,Sandero,2012,Hatchback,111896,1200,Petrol,Manual,3499
Toyota,Prius,2012,Universal,165000,1800,Hybrid,Automatic,9200
Toyota,Auris,2015,Universal,169265,1800,Hybrid,Automatic,12650
Hyundai,Getz,2007,Hatchback,172316,1400,Petrol,Manual,2800
Volvo,V40,2016,Hatchback,184500,1500,Petrol,Automatic,15499
Mercedes,M Class,2013,Crossover,122000,3500,Diesel,Automatic,34000
Mercedes,C Class,2017,Sedan,127000,2000,Petrol,Automatic,21990
BMW,3 Series,2007,Sedan,193000,1988,Petrol,Automatic,7600
Audi,A4,1996,Sedan,256000,1800,Petrol,Manual,2300
Volvo,V60,2013,Universal,162000,2400,Plug-in Hybrid,Automatic,15000
Volkswagen,Golf,2019,Hatchback,26000,1400,Petrol,Automatic,12990
Toyota,Avensis,2007,Combi,220000,1600,Petrol,Manual,6500
Hyundai,ix35,2012,SUV,199000,2000,Diesel,Manual,11800
Skoda,Octavia,2014,Sedan,216000,1600,Diesel,Automatic,10700
Volkswagen,Jetta,2013,Sedan,188000,1400,Hybrid,Automatic,8800
Skoda,Fabia,2012,Universal,212700,1200,Diesel,Manual,5450
Opel,Astra,2005,Universal,270000,1800,Petrol,Manual,3500
Volkswagen,Passat CC,2013,Sedan,60000,2000,Petrol,Automatic,12700
Lexus,RX Series,2005,SUV,178000,2989,Metan/Propan,Automatic,9800
Chevrolet,Captiva,2011,Crossover,90000,2200,Diesel,Automatic,13300
Toyota,Avensis,2014,Sedan,143000,2000,Diesel,Manual,11700
Mercedes,GLE Coupe,2017,SUV,47000,3000,Petrol,Automatic,54000
Mercedes,E Class,2008,Sedan,230000,1800,Metan/Propan,Automatic,7800
Saab,3-Sep,2007,Sedan,194777,2000,Petrol,Automatic,5000
Skoda,Octavia,2008,Universal,200000,1900,Diesel,Manual,5000
Toyota,Prius v,2016,Hatchback,144000,1800,Hybrid,Automatic,12300
Volvo,Altele,1995,Hatchback,5000,2400,Diesel,Manual,1700
Mercedes,E Class,2002,Sedan,256000,2700,Diesel,Automatic,5500
BMW,X5,2005,SUV,193000,3000,Diesel,Automatic,11850
Toyota,Avensis,2006,Sedan,1,200,Diesel,Manual,1500
Opel,Astra,2006,Hatchback,250000,1300,Diesel,Manual,4500
Volkswagen,Jetta,2015,Sedan,173000,1400,Petrol,Automatic,8600
BMW,X5,2015,SUV,185000,2999,Diesel,Automatic,34000
Toyota,Land Cruiser Prado,2006,SUV,220000,2700,Metan/Propan,Automatic,13500
Nissan,Micra,2018,Hatchback,95000,900,Petrol,Manual,10500
Hyundai,Santa FE,2011,Crossover,169000,2200,Diesel,Automatic,13990
BMW,5 Series,2012,Sedan,200000,2000,Petrol,Automatic,11500
KIA,Optima,2014,Sedan,60000,2000,Metan/Propan,Automatic,9900
Volkswagen,Caddy,2009,Minivan,276555,1595,Petrol,Manual,9500
Opel,Astra,2005,Universal,227000,1600,Metan/Propan,Manual,4650
Mitsubishi,Pajero Pinin,2003,Crossover,230000,1800,Metan/Propan,Automatic,4900
Volkswagen,Golf,1993,Hatchback,100,1800,Petrol,Manual,1600
KIA,Ceed Sw,2010,Universal,150000,1400,Petrol,Manual,6000
Renault,Grand Scenic,2004,Universal,139000,1500,Diesel,Manual,3700
Mercedes,C Class,2012,Sedan,206000,2200,Diesel,Manual,14399
BMW,5 Series,2001,Sedan,2345678,2500,Diesel,Automatic,6300
Hyundai,H200,1999,Minivan,1,2500,Diesel,Manual,2900
Mercedes,M Class,2013,SUV,77000,2500,Diesel,Automatic,27900
Renault,Megane,2014,Universal,139200,1490,Diesel,Automatic,7200
Mercedes,CLA,2017,Sedan,40000,2000,Petrol,Automatic,16999
Nissan,Qashqai,2016,Crossover,185000,1500,Diesel,Manual,13000
Volkswagen,Golf,2015,Hatchback,157000,1400,Plug-in Hybrid,Automatic,13500
Audi,A4,2011,Universal,1234,2000,Petrol,Automatic,9500
Renault,Captur,2013,SUV,145000,1200,Petrol,Automatic,8800
Toyota,Auris,2013,Universal,177800,1400,Diesel,Manual,8500
Peugeot,807,2006,Minivan,247000,2200,Diesel,Manual,2200
BMW,7 Series,2013,Sedan,165000,3000,Diesel,Automatic,26800
Mercedes,C Class,2015,Sedan,75000,2000,Petrol,Automatic,19000
Mitsubishi,Pajero Sport,2004,Roadster,300000,2500,Diesel,Manual,8000
Toyota,Prius Prime,2017,Sedan,95000,1800,Plug-in Hybrid,Automatic,17999
Subaru,Impreza,2000,Sedan,222530,1600,Petrol,Manual,3800
Volkswagen,Passat,2005,Sedan,270000,2000,Petrol,Manual,5700
Ford,Focus,2012,Universal,167000,1000,Petrol,Manual,4999
Mercedes,C Class,1995,Sedan,345000,1800,Metan/Propan,Automatic,2200
Volkswagen,Polo,2014,Hatchback,212600,1400,Diesel,Manual,6850
Nissan,Qashqai,2013,Crossover,140000,1500,Diesel,Manual,8500
Opel,Insignia,2015,Hatchback,220000,2000,Petrol,Automatic,9990
Mercedes,Vito,2012,Microvan,237000,2200,Diesel,Manual,10490
Renault,Clio,2016,Universal,153000,1500,Diesel,Automatic,9200
Mini,Cooper,2004,Coupe,320000,1400,Diesel,Manual,3800
Opel,Combo,2012,Minivan,188000,2000,Diesel,Manual,4500
Dacia,Sandero,2015,Hatchback,215000,1500,Diesel,Manual,4850
Ford,Galaxy,2006,Minivan,218400,2000,Diesel,Manual,7000
Renault,Megane,2005,Universal,256983,1500,Diesel,Manual,3150
Volkswagen,Amarok,2011,SUV,213548,2000,Diesel,Manual,17250
Mercedes,E Class,2008,Sedan,230000,1800,Metan/Propan,Automatic,7800
Saab,3-Sep,2007,Sedan,194777,2000,Petrol,Automatic,5000
Hyundai,Tucson,2017,SUV,130212,2000,Diesel,Automatic,17499
Dacia,Duster,2014,Crossover,148000,1500,Diesel,Manual,7900
Dacia,Dokker VAN,2013,Minivan,180000,1500,Diesel,Manual,3000
BMW,X5,2014,Crossover,107000,2998,Diesel,Automatic,37900
Suzuki,S-Cross,2017,Crossover,30100,1400,Petrol,Automatic,15500
Lexus,CT Series,2012,Hatchback,230000,1800,Petrol,Automatic,10299
Volkswagen,Passat,2004,Sedan,1,1900,Diesel,Manual,4350
Ford,Galaxy,2001,Minivan,280000,1900,Diesel,Manual,1900
Mitsubishi,Grandis,2007,Universal,229000,2400,Metan/Propan,Manual,5600
Volkswagen,Polo,2010,Hatchback,74000,1400,Petrol,Automatic,6500
Skoda,Fabia,2007,Universal,170000,1200,Petrol,Manual,3450
Volvo,Altele,1995,Hatchback,5000,2400,Diesel,Manual,1700
Renault,Scenic,2012,Minivan,180000,110,Diesel,Manual,6500
Audi,80,1994,Sedan,266000,2000,Petrol,Manual,1700
Volkswagen,Passat,2016,Sedan,1360,1800,Petrol,Automatic,11000
Mercedes,E Class,2000,Sedan,222,2200,Diesel,Automatic,1500
Toyota,Avensis,2006,Sedan,1,200,Diesel,Manual,1500
Opel,Astra,2006,Hatchback,250000,1300,Diesel,Manual,4500
Volkswagen,Golf,2019,Hatchback,4000,1399,Petrol,Automatic,15000
Volkswagen,Touran,2005,Microvan,400000,1900,Diesel,Manual,4500
Skoda,Octavia,2008,Universal,200000,1900,Diesel,Manual,5000
Toyota,Prius v,2016,Hatchback,144000,1800,Hybrid,Automatic,12300
Mercedes,E Class,2002,Sedan,256000,2700,Diesel,Automatic,5500
BMW,X5,2005,SUV,193000,3000,Diesel,Automatic,11850
Renault,Megane,2012,Hatchback,1,1500,Diesel,Automatic,6999
BMW,5 Series,2018,Sedan,28942,2000,Petrol,Automatic,27999
BMW,X5,2016,Crossover,162000,2000,Plug-in Hybrid,Automatic,29999
Ford,F-150,2015,Pickup,112000,4950,Petrol,Automatic,24500
Mercedes,GLC,2016,SUV,95000,1991,Petrol,Automatic,37000
Volkswagen,Golf,2005,Universal,278000,1400,Petrol,Manual,2850
BMW,3 Series,1994,Sedan,550000,1800,Petrol,Manual,3000
Dacia,Sandero,2010,Universal,173000,1200,Petrol,Manual,3200
Volkswagen,Transporter,2002,Minivan,270000,2500,Diesel,Manual,3990
Toyota,Auris,2010,Hatchback,190000,1800,Hybrid,Automatic,8500
Volkswagen,Tiguan,2019,Sedan,33000,2000,Petrol,Automatic,18900
Cadillac,CTS,2015,Sedan,88000,2000,Petrol,Automatic,16950
Peugeot,207,2013,Minivan,174600,1400,Petrol,Manual,5650
KIA,Picanto,2008,Hatchback,130000,1200,Petrol,Automatic,4700
Volkswagen,Polo,1996,Sedan,250000,1400,Petrol,Manual,1299
Renault,Laguna,2008,Hatchback,180000,1500,Diesel,Manual,4900
Dacia,Logan Mcv,2009,Microvan,264714,1400,Metan/Propan,Manual,3700
Ford,Fusion,2015,Sedan,125000,2000,Petrol,Automatic,12499
Skoda,Rapid,2015,Sedan,196231,1400,Diesel,Manual,7650
Volkswagen,Golf,1995,Hatchback,11111,1600,Petrol,Manual,800
Dacia,Logan,2005,Sedan,125488,1400,Metan/Propan,Manual,2200
Skoda,Superb,2018,Sedan,72000,2000,Petrol,Automatic,26500
Renault,Megane,2011,Universal,242337,1500,Diesel,Manual,5650
Nissan,Qashqai,2015,SUV,0,1200,Petrol,Manual,9700
Opel,Astra,2017,Universal,0,1300,Diesel,Manual,8800
Rover,45,2002,Sedan,296852,1600,Metan/Propan,Manual,2500
Opel,Insignia,2015,Sedan,76500,1600,Petrol,Automatic,12999
Toyota,Corolla Verso,2007,Minivan,169000,2200,Diesel,Manual,4300
Mitsubishi,Outlander,2018,Crossover,111500,2000,Plug-in Hybrid,Automatic,19900
Skoda,Octavia,2005,Universal,180000,2000,Petrol,Manual,5300
BMW,5 Series,2001,Sedan,2345678,2500,Diesel,Automatic,6300
Hyundai,H200,1999,Minivan,1,2500,Diesel,Manual,2900
Mercedes,M Class,2013,SUV,77000,2500,Diesel,Automatic,27900
Toyota,Corolla Verso,2007,Minivan,169000,2200,Diesel,Manual,4300
Volvo,S60,2010,Sedan,178000,1999,Petrol,Automatic,9490
Opel,Astra,2017,Universal,0,1300,Diesel,Manual,8800
Rover,45,2002,Sedan,296852,1600,Metan/Propan,Manual,2500
Opel,Insignia,2015,Sedan,76500,1600,Petrol,Automatic,12999
Mitsubishi,Outlander,2018,Crossover,111500,2000,Plug-in Hybrid,Automatic,19900
Skoda,Octavia,2005,Universal,180000,2000,Petrol,Manual,5300
Audi,A4,2010,Sedan,0,2000,Diesel,Manual,7200
Toyota,Rav 4,2011,SUV,0,2000,Petrol,Automatic,9300
Renault,Grand Scenic,2016,Minivan,170000,1500,Diesel,Automatic,10500
Vaz,2106,1997,Sedan,240,1500,Petrol,Manual,690
Mercedes,A Class,2001,Hatchback,287141,1400,Petrol,Manual,2099
Nissan,Sunny,1987,Universal,256987,1700,Diesel,Manual,650
Honda,CR-V,2010,SUV,0,2000,Petrol,Automatic,7100
Mercedes,E Class,2014,Sedan,406000,2000,Metan/Propan,Automatic,15300
BMW,5 Series,2018,Sedan,0,2000,Diesel,Automatic,25500
Mercedes,GLK Class,2013,Crossover,182000,2200,Diesel,Automatic,16999
Lexus,CT Series,2011,Hatchback,167000,1800,Hybrid,Automatic,10250
Opel,Astra,2015,Universal,162000,1400,Petrol,Manual,7200
Mercedes,E Class,2002,Sedan,257000,2200,Diesel,Automatic,4700
Renault,Megane,2016,Universal,83872,1500,Diesel,Automatic,7950
Volkswagen,Caddy,2011,Minivan,181000,1600,Diesel,Manual,10800
Porsche,Cayenne,2005,SUV,260000,4500,Petrol,Automatic,7600
BMW,5 Series,2011,Sedan,210710,200,Diesel,Automatic,16450
Mercedes,A Class,2010,Hatchback,178000,1500,Petrol,Manual,5400
Peugeot,407,2006,Sedan,111111,2000,Petrol,Manual,3100
Ford,Focus,2016,Universal,190000,1500,Diesel,Manual,7500
Renault,Megane,2011,Universal,242337,1500,Diesel,Manual,5650
Nissan,Qashqai,2015,SUV,0,1200,Petrol,Manual,9700
Volvo,S60,2011,Sedan,182431,1596,Petrol,Automatic,10500
Mercedes,C Class,2009,Sedan,160000,1600,Metan/Propan,Automatic,7900
Toyota,Auris,2012,Hatchback,0,1400,Diesel,Manual,6200
Lexus,Es Series,2012,Sedan,79118,2400,Hybrid,Automatic,16100
Audi,A5,2010,Coupe,178545,2000,Petrol,Manual,9799
BMW,3 Series,2018,Sedan,45000,2000,Plug-in Hybrid,Automatic,19500
Renault,Kadjar,2016,Crossover,136000,1500,Diesel,Automatic,12500
Skoda,Superb,2015,Universal,195000,2000,Diesel,Automatic,15300
Skoda,Superb,2014,Sedan,181000,2000,Diesel,Automatic,14800
Toyota,Avensis,2013,Sedan,72000,1987,Petrol,Automatic,14000
Mercedes,Vito,2008,Microvan,266000,2200,Diesel,Manual,8490
Chevrolet,Lacetti,2005,Hatchback,224000,1600,Petrol,Manual,2550
Volkswagen,Bora,2001,Sedan,290000,1600,Petrol,Manual,2990
Honda,CR-V,2014,Crossover,169200,2200,Diesel,Manual,17250
Hyundai,Santa FE,2006,Crossover,278000,2200,Diesel,Manual,7850
Skoda,Fabia,2011,Universal,162000,1200,Diesel,Manual,4950
Honda,Civic,2008,Sedan,170000,1330,Hybrid,Automatic,5750
Mercedes,A Class,2000,Hatchback,230000,1600,Petrol,Automatic,2199
BMW,3 Series,2006,Sedan,210000,3000,Diesel,Manual,2500
Opel,Astra,2012,Universal,189000,1300,Diesel,Manual,6000
Toyota,Auris,2015,Universal,104000,1800,Hybrid,Automatic,10000
Toyota,Prius,2008,Hatchback,259000,1500,Hybrid,Automatic,6000
Mazda,626,2001,Hatchback,270000,1800,Petrol,Manual,2700
Skoda,Rapid,2017,Universal,92500,1400,Diesel,Manual,7700
Opel,Zafira,2006,Minivan,186713,1800,Petrol,Manual,5200
Opel,Zafira,2006,Minivan,60000,1800,Metan/Propan,Automatic,4900
BMW,3 Series,2008,Sedan,212000,2000,Petrol,Manual,6690
Hyundai,Getz,2007,Hatchback,175000,1500,Diesel,Manual,3900
Skoda,Superb,2015,Sedan,196000,2000,Diesel,Automatic,15690
Dacia,Lodgy,2012,Universal,179000,1500,Diesel,Manual,6900
Volkswagen,Passat,2012,Sedan,183000,1400,Metan/Propan,Automatic,10200
BMW,5 Series,2006,Sedan,243000,2500,Petrol,Automatic,7990
Renault,Grand Scenic,2015,Universal,162000,1500,Diesel,Automatic,8790
Skoda,Octavia,2016,Hatchback,200000,1400,Petrol,Manual,9000
Porsche,Cayenne,2016,SUV,155000,3000,Plug-in Hybrid,Automatic,48000
Chevrolet,Aveo,2011,Universal,72000,1400,Petrol,Manual,5500
Renault,Clio Symbol,2002,Sedan,270000,1400,Metan/Propan,Manual,2450
Volkswagen,Passat,2006,Sedan,0,2000,Diesel,Manual,4400
Mercedes,E Class,2005,Sedan,0,2200,Diesel,Manual,5200
Volkswagen,Caddy,2012,Minivan,250000,1600,Diesel,Manual,7000
Toyota,Avensis,2008,Sedan,178000,2000,Petrol,Manual,7190
Opel,Astra,2017,Universal,97000,1600,Diesel,Manual,10990
Nissan,Qashqai,2016,Crossover,199000,1500,Diesel,Manual,14400
Honda,Civic,2011,Sedan,188000,1300,Hybrid,Automatic,6700
Audi,A4,2010,Sedan,158000,2000,Petrol,Automatic,9990
Volkswagen,Passat,2009,Universal,283000,1400,Metan/Propan,Manual,5990
Citroen,DS5,2014,Hatchback,161000,2000,Hybrid,Automatic,11700
Volkswagen,Tiguan,2009,Crossover,112000,2000,Petrol,Automatic,8999
BMW,5 Series,2008,Sedan,191000,3000,Petrol,Automatic,8490
Nissan,Qashqai,2017,Crossover,133000,1500,Diesel,Manual,13500
Seat,Altea,2004,Hatchback,197000,1900,Diesel,Manual,6800
Renault,Kadjar,2018,Crossover,178000,1500,Diesel,Automatic,14400
Renault,Kadjar,2015,Crossover,172000,1500,Diesel,Automatic,12499
Skoda,Fabia,2011,Universal,181000,1200,Diesel,Manual,5490
Dacia,Logan,2016,Sedan,154000,1500,Diesel,Manual,5400
Opel,Astra,2005,Hatchback,224555,1400,Petrol,Manual,3499
BMW,3 Series,2008,Sedan,212000,2000,Petrol,Manual,6690
Nissan,Qashqai,2015,Crossover,143000,1500,Diesel,Manual,13300
Mercedes,E Class,2004,Sedan,251995,2200,Diesel,Automatic,6999
BMW,X3,2006,Crossover,267000,2000,Diesel,Manual,7350
Renault,Megane,2013,Universal,191000,1500,Diesel,Automatic,6500
Seat,Ibiza,2012,Universal,178000,1200,Diesel,Manual,5490
Ford,Kuga,2018,Crossover,175000,1500,Diesel,Automatic,14900
Opel,Astra,2006,Universal,208555,1900,Diesel,Manual,5099
Mercedes,E Class,2014,Sedan,176000,2200,Hybrid,Automatic,19800
Volkswagen,Jetta,2013,Sedan,177000,1400,Hybrid,Automatic,9490
Vaz,2114,2010,Hatchback,181000,1600,Petrol,Manual,1950
Volkswagen,Golf,2009,Universal,269000,1400,Petrol,Automatic,5990
Dacia,Lodgy,2013,Universal,160000,1500,Diesel,Manual,6400
Skoda,Octavia,2012,Hatchback,215000,1400,Petrol,Manual,7990
Subaru,Forester,2010,SUV,146000,1994,Petrol,Automatic,9800
Hyundai,Getz,2007,Hatchback,175000,1500,Diesel,Manual,3900
Renault,Megane,2014,Universal,195000,1500,Diesel,Manual,6750
Volkswagen,Passat,2012,Sedan,183000,1400,Metan/Propan,Automatic,10200
Skoda,Octavia,2016,Hatchback,200000,1400,Petrol,Manual,9000
Volkswagen,Caddy,2013,Minivan,247000,1600,Diesel,Manual,7500
Nissan,Qashqai,2015,SUV,250000,1460,Diesel,Manual,11400
Audi,A6,2014,Sedan,0,2000,Diesel,Automatic,13400
Nissan,Navara,2019,Pickup,20,2500,Diesel,Manual,28900
Ford,Focus,2009,Universal,116000,1600,Diesel,Manual,5300
Toyota,Land Cruiser,2012,SUV,0,4500,Diesel,Automatic,24500
Renault,Fluence,2010,Sedan,184000,1500,Diesel,Manual,5500
Volvo,V50,2006,Universal,200,1600,Diesel,Manual,5700
Skoda,Octavia,2011,Sedan,170352,1200,Petrol,Manual,6650
Dacia,Logan Mcv,2014,Combi,130000,1495,Diesel,Manual,6299
Volkswagen,Passat,2009,Universal,225000,1400,Petrol,Manual,5990
Skoda,Rapid,2015,Hatchback,119000,1200,Petrol,Manual,5490
Skoda,Fabia,2012,Universal,157000,1200,Diesel,Manual,4990
Toyota,Corolla,2010,Sedan,180000,1400,Diesel,Manual,6200
Renault,Kadjar,2016,Crossover,170000,1500,Diesel,Automatic,13900
Renault,Megane,2012,Universal,172000,1500,Diesel,Manual,5900
Dacia,Lodgy,2012,Minivan,151000,1500,Diesel,Manual,7300
Skoda,Fabia,2011,Universal,182000,1200,Diesel,Manual,5490
Mitsubishi,Outlander,2015,SUV,160000,2000,Plug-in Hybrid,Automatic,16500
Skoda,Superb,2015,Sedan,196000,2000,Diesel,Automatic,15690
Dacia,Lodgy,2012,Universal,179000,1500,Diesel,Manual,6900
Renault,Captur,2014,Hatchback,102000,1200,Petrol,Automatic,10890
Skoda,Fabia,2011,Universal,182000,1200,Diesel,Manual,4950
Renault,Megane,2012,Hatchback,171000,1500,Diesel,Manual,6450
Hyundai,Tucson,2014,SUV,45000,2000,Petrol,Automatic,12990
Toyota,Avensis,2006,Sedan,211620,1800,Petrol,Automatic,5499
Skoda,Fabia,2010,Universal,173000,1200,Diesel,Manual,4990
Renault,Grand Scenic,2015,Universal,162000,1500,Diesel,Automatic,8790
Opel,Corsa,2006,Hatchback,225000,1300,Diesel,Manual,2950
BMW,5 Series,2006,Sedan,243000,2500,Petrol,Automatic,7990
Audi,A3,2012,Hatchback,170000,1400,Petrol,Manual,7500
BMW,5 Series,2008,Sedan,185000,2000,Diesel,Automatic,10990
Nissan,Qashqai,2012,Crossover,172000,1500,Diesel,Manual,7990
Ford,Fiesta,2010,Universal,165000,1400,Metan/Propan,Manual,4650
Mercedes,E Class,2014,Sedan,176000,2200,Hybrid,Automatic,19800
Volkswagen,Jetta,2013,Sedan,177000,1400,Hybrid,Automatic,9490
Vaz,2114,2010,Hatchback,181000,1600,Petrol,Manual,1950
Renault,Megane,2012,Universal,172000,1500,Diesel,Manual,5900
Dacia,Lodgy,2012,Minivan,151000,1500,Diesel,Manual,7300
Subaru,Forester,2010,SUV,146000,1994,Petrol,Automatic,9800
Mitsubishi,Outlander,2015,SUV,160000,2000,Plug-in Hybrid,Automatic,16500
Renault,Megane,2014,Universal,195000,1500,Diesel,Manual,6750
Renault,Captur,2014,Hatchback,102000,1200,Petrol,Automatic,10890
Skoda,Fabia,2011,Universal,182000,1200,Diesel,Manual,4950
Opel,Corsa,2006,Hatchback,225000,1300,Diesel,Manual,2950
BMW,5 Series,2006,Sedan,243000,2500,Petrol,Automatic,7990
Audi,A3,2012,Hatchback,170000,1400,Petrol,Manual,7500
BMW,5 Series,2008,Sedan,185000,2000,Diesel,Automatic,10990
Nissan,Qashqai,2012,Crossover,172000,1500,Diesel,Manual,7990
Ford,Fiesta,2010,Universal,165000,1400,Metan/Propan,Manual,4650
Skoda,Octavia,2016,Hatchback,200000,1400,Petrol,Manual,9000
